,ID,Name,Nationality,Club,Position,Preferred Foot,Value,Wage,Age,International Reputation,Crossing,HeadingAccuracy,Dribbling,LongPassing,BallControl,Agility,Stamina,Interceptions,Penalties,Overall
5533,232926,K. Watanabe,Japan,Gamba Osaka,LS,Right,1.6M,8000,31,1,61,72,66,64,71,73,72,18,62,70
5534,200671,V. Ulloa,Mexico,FC Dallas,LDM,Right,1.7M,5000,26,1,44,67,63,66,66,68,80,68,53,70
5535,200672,Zhang Linpeng,China PR,Guangzhou Evergrande Taobao FC,LCB,Right,1.4M,10000,29,1,56,75,56,47,59,63,65,63,34,70
5536,208096,T. Eisfeld,Germany,VfL Bochum 1848,CAM,Right,2.2M,10000,25,1,63,42,68,69,73,74,73,32,55,70
5537,220128,J. Cristaldo,Argentina,Racing Club,RS,Right,1.8M,13000,29,1,59,67,69,51,69,81,70,34,65,70
5538,230368,Bernardo Motinho,Brazil,Cruzeiro,RB,Right,1.5M,14000,26,1,77,65,67,61,62,72,65,66,62,70
5539,206561,C. Walton,England,Wigan Athletic,GK,Left,2.2M,15000,22,1,13,15,19,22,19,32,22,11,23,70
5540,228321,Sergi Palencia,Spain,FC Girondins de Bordeaux,RB,Right,2.2M,47000,22,1,68,57,67,59,68,75,77,63,45,70
5541,239841,V. Lampropoulos,Greece,AEK Athens,CB,Right,1.4M,1000,28,1,59,66,48,64,54,66,76,72,40,70
5542,200930,L. Tremolada,Italy,Brescia,CAM,Left,2.1M,3000,26,1,65,45,70,70,71,77,78,26,60,70
5543,201698,M. Pátkai,Hungary,,CDM,Right,0,0,30,1,52,53,63,71,70,79,72,73,47,70
5544,219106,F. Al Ansari,Kuwait,Al Faisaly,LDM,Right,1.2M,13000,31,1,54,60,67,74,72,60,72,64,38,70
5545,172258,José Semedo,Portugal,Vitória de Setúbal,LDM,Right,725K,4000,33,1,37,68,52,61,64,57,75,70,36,70
5546,239842,G. Giakoumakis,Greece,AEK Athens,ST,Right,2.5M,1000,23,1,36,70,66,24,61,65,67,17,60,70
5547,193250,M. Leovac,Croatia,Dinamo Zagreb,LB,Left,1.3M,1000,29,1,73,57,69,68,68,70,69,66,33,70
5548,215267,T. Figueroa,Argentina,Unión Española,ST,Right,2.2M,10000,26,1,42,77,66,31,69,34,68,24,72,70
5549,225507,Pol Llonch,Spain,Willem II,LCM,Right,1.9M,5000,25,1,55,44,61,59,63,74,86,73,51,70
5550,184035,B. Angulo,Colombia,Puebla FC,LWB,Left,1.4M,5000,28,1,69,38,66,63,67,70,80,68,34,70
5551,186595,E. Bennett,England,Blackburn Rovers,RM,Right,1.7M,24000,29,1,70,42,68,65,67,73,80,55,64,70
5552,189923,C. Nhamoinesu,Zimbabwe,Sparta Praha,LB,Left,975K,1000,32,1,66,71,56,61,60,77,73,72,36,70
5553,209892,B. Rabello,Chile,Lobos BUAP,LM,Right,2.4M,5000,24,1,68,36,72,69,72,85,63,27,69,70
5554,153060,J. Insaurralde,Argentina,Colo-Colo,LCB,Left,725K,5000,33,1,46,73,39,56,58,58,65,68,40,70
5555,198117,A. Bernardini,Italy,US Salernitana 1919,CB,Right,1.2M,3000,31,1,36,70,35,40,52,49,71,69,24,70
5556,206565,J. Walker,Scotland,Peterborough United,CAM,Right,2.3M,27000,25,1,64,42,72,65,69,87,78,31,62,70
5557,216549,A. Sørloth,Norway,Crystal Palace,ST,Left,2.5M,25000,22,1,51,70,69,51,66,44,69,19,63,70
5558,220901,David Raya,Spain,Blackburn Rovers,GK,Right,1.8M,14000,22,1,12,20,17,50,38,48,29,11,26,70
5559,227557,M. Cassierra,Colombia,FC Groningen,ST,Right,2.7M,8000,21,1,54,73,68,34,65,74,69,25,67,70
5560,241637,A. Tchouaméni,France,FC Girondins de Bordeaux,CM,Right,3.6M,10000,18,1,47,64,69,70,73,66,70,69,47,70
5561,227558,J. Siebatcheu,France,Stade Rennais FC,ST,Right,2.5M,16000,22,1,52,70,64,49,69,63,69,28,65,70
5562,229606,V. Angban,Ivory Coast,FC Metz,CM,Right,2.7M,4000,21,1,59,41,68,71,75,71,75,66,39,70
5563,229862,Edu Expósito,Spain,Deportivo de La Coruña,RCM,Right,3M,5000,21,1,56,46,74,69,72,63,54,67,42,70
5564,236518,A. Nordin,France,AS Saint-Étienne,LM,Left,3.1M,12000,20,1,63,46,74,59,69,73,58,28,55,70
5565,198631,Rodri,Spain,Granada CF,ST,Right,1.8M,7000,28,1,56,58,66,46,76,92,62,26,60,70
5566,219879,M. Pisano,Argentina,Club Atlético Aldosivi,RW,Left,1.9M,8000,26,1,68,43,78,67,69,76,67,36,49,70
5567,163303,G. Whelan,Republic of Ireland,Aston Villa,CDM,Right,550K,10000,34,2,70,64,62,66,70,66,61,67,65,70
5568,164839,M. Parkhurst,United States,Atlanta United,RCB,Right,550K,5000,34,1,53,68,59,73,60,54,73,66,49,70
5569,198632,J. Zárate,Mexico,Lobos BUAP,LM,Left,2.1M,5000,26,1,60,41,75,60,68,79,81,40,59,70
5570,172520,P. Kanstrup,Denmark,Aarhus GF,RCB,Right,1.4M,8000,29,1,54,68,55,62,62,60,83,67,49,70
5571,189928,G. Scognamiglio,Italy,Pescara,CB,Left,1.2M,3000,31,1,39,82,16,42,44,51,70,64,44,70
5572,224489,E. Ersoy,Turkey,Bursaspor,CB,Right,2.5M,7000,21,1,23,71,53,53,54,49,69,67,33,70
5573,153066,L. Licht,Argentina,Gimnasia y Esgrima La Plata,LB,Left,200K,6000,37,1,80,53,76,71,69,71,69,67,84,70
5574,235754,Borja Herrera,Spain,CF Reus Deportiu,LB,Left,2M,5000,25,1,71,66,69,54,72,77,75,63,58,70
5575,236522,E. Brignola,Italy,Sassuolo,CAM,Left,3.7M,12000,18,1,65,53,73,63,72,77,67,20,60,70
5576,206571,M. Maddison,England,Peterborough United,RM,Left,2.3M,6000,24,1,66,48,70,65,72,74,68,17,62,70
5577,212459,M. Cavion,Italy,Ascoli,CM,Right,2.4M,3000,23,1,65,60,70,71,72,64,70,62,60,70
5578,221675,C. Mosquera,Colombia,Patriotas Boyacá FC,RM,Left,1.9M,2000,27,1,52,49,75,59,65,87,80,49,39,70
5579,226285,R. Gudiño,Mexico,Guadalajara,GK,Right,2.1M,12000,22,1,21,15,21,22,23,31,40,21,11,70
5580,226797,V. Malcorra,Argentina,U.N.A.M.,LDM,Left,1.6M,12000,30,1,70,47,71,68,74,77,74,58,70,70
5581,230382,Milton Menceiros,Brazil,Ceará Sporting Club,LCB,Right,1.5M,11000,26,1,38,68,51,56,59,71,64,76,49,70
5582,231150,Jamiro Monteiro,Cape Verde,FC Metz,CM,Right,2.3M,4000,24,1,65,51,72,68,73,83,78,73,65,70
5583,169710,L. Bridcutt,Scotland,Nottingham Forest,CDM,Right,1.4M,25000,29,1,64,61,67,66,67,72,78,71,34,70
5584,235502,Luisinho,Brazil,Al Faisaly,LM,Right,1.9M,14000,27,1,62,59,76,63,74,88,70,16,59,70
5585,241390,E. Elmas,FYR Macedonia,Fenerbahçe SK,LDM,Right,3.1M,15000,18,1,64,58,74,72,74,74,72,44,58,70
5586,244206,N. Pérez,Argentina,Argentinos Juniors,CB,Right,3.3M,9000,18,1,21,66,18,42,58,52,54,71,40,70
5587,211440,D. Ndlovu,South Africa,,ST,Left,0,0,28,1,36,62,72,32,71,60,65,24,70,70
5588,214000,Y. Reyna,Peru,Vancouver Whitecaps FC,CF,Right,2.4M,5000,24,1,52,64,74,57,74,83,69,29,62,70
5589,221168,D. Kownacki,Poland,Sampdoria,ST,Right,3.2M,15000,21,1,54,66,66,59,68,72,72,42,72,70
5590,229104,H. Faik,Netherlands,SV Zulte-Waregem,CM,Left,2.1M,9000,26,1,75,47,69,77,72,64,73,61,58,70
5591,233201,C. Mepham,Wales,Brentford,LCB,Right,2.5M,15000,20,1,29,58,56,54,66,51,66,68,42,70
5592,188657,D. Rudd,England,Preston North End,GK,Right,1.6M,7000,27,1,15,14,20,36,23,50,31,22,43,70
5593,189425,Bruno Gallo,Brazil,GD Chaves,RCM,Left,1.6M,6000,30,1,66,46,69,70,72,69,68,64,75,70
5594,195313,M. Peybernès,France,Real Sporting de Gijón,CB,Right,1.7M,5000,27,1,39,70,44,59,60,38,65,75,38,70
5595,201714,D. Böde,Hungary,,ST,Right,0,0,31,1,67,72,58,59,66,59,54,40,50,70
5596,211954,T. Schröck,Germany,FC Ingolstadt 04,CB,Right,2M,12000,25,1,57,70,64,67,68,59,81,69,47,70
5597,213490,I. Brown,England,Leeds United,CAM,Right,2.9M,17000,21,1,61,59,75,66,75,80,65,43,60,70
5598,226035,J. Morris,United States,Seattle Sounders FC,ST,Right,2.5M,5000,23,1,49,69,63,51,63,76,76,28,71,70
5599,183283,J. Taravel,France,KSV Cercle Brugge,LCB,Left,1.2M,8000,31,1,63,72,48,61,61,48,54,69,50,70
5600,224756,A. Lusamba,France,KSV Cercle Brugge,RCM,Right,2.8M,12000,21,1,67,56,77,62,76,77,61,57,44,70
5601,184820,Felipe,Brazil,CD Nacional,LCB,Right,1.3M,6000,30,1,53,70,62,57,56,57,30,62,45,70
5602,190196,Z. Touré,Senegal,Trabzonspor,RCB,Right,1.6M,16000,28,1,30,75,32,58,58,59,78,65,39,70
5603,193780,I. Hajrović,Bosnia Herzegovina,Dinamo Zagreb,RM,Left,1.9M,1000,26,1,69,45,74,68,73,73,56,48,73,70
5604,199413,T. Kempe,Germany,SV Darmstadt 98,RDM,Right,1.7M,12000,29,1,78,50,72,66,75,71,81,42,76,70
5605,214005,V. Giraldo,Colombia,Independiente Santa Fe,RB,Right,975K,3000,32,1,67,57,67,63,68,73,72,65,70,70
5606,208374,A. Wooten,United States,SV Sandhausen,LS,Right,1.8M,5000,28,1,68,69,69,63,68,70,61,29,69,70
5607,221430,U. Đurđević,Serbia,Real Sporting de Gijón,ST,Right,2.4M,6000,24,1,33,66,68,52,68,70,50,36,61,70
5608,156662,A. Bastía,Argentina,Club Atlético Colón,CDM,Right,120K,5000,39,1,61,67,73,63,67,58,63,78,76,70
5609,168950,S. Allagui,Tunisia,FC St. Pauli,ST,Right,1.4M,11000,32,2,65,65,72,54,71,77,64,23,68,70
5610,208375,M. Müller,Germany,RB Leipzig,GK,Right,1.7M,15000,24,1,11,12,10,16,20,34,35,14,18,70
5611,219127,P. Galdames,Chile,Vélez Sarsfield,CM,Right,2.8M,7000,21,1,58,58,68,70,67,79,85,79,59,70
5612,214776,O. Benítez,Argentina,Argentinos Juniors,RW,Right,2.2M,7000,25,1,66,69,77,67,76,73,70,55,57,70
5613,238072,E. Löwen,Germany,1. FC Nürnberg,CDM,Right,2.5M,9000,21,1,58,64,70,64,74,60,88,59,36,70
5614,175608,A. Fathi,Egypt,,RB,Right,0,0,33,2,70,50,67,72,66,73,70,69,57,70
5615,193528,I. Sylla,Guinea,Queens Park Rangers,ST,Left,1.9M,7000,27,1,53,78,65,54,68,73,64,30,63,70
5616,142329,A. Tziolis,Greece,Al Fayha,CB,Right,725K,11000,33,2,60,68,55,69,69,43,73,69,58,70
5617,213497,J. Une Larsson,Sweden,Djurgårdens IF,RB,Right,2M,3000,24,1,51,66,38,55,52,64,71,67,32,70
5618,235257,Pedro Pinto,Portugal,Vitória de Setúbal,CB,Right,2M,3000,23,1,53,65,50,48,64,47,57,73,39,70
5619,195065,G. Hairemans,Belgium,Royal Antwerp FC,CAM,Left,2.1M,7000,26,1,74,38,68,75,74,67,78,64,73,70
5620,222970,E. Oztumer,England,Bolton Wanderers,CAM,Left,2M,7000,27,1,58,36,68,66,69,94,77,22,62,70
5621,223994,S. Mugoša,Montenegro,Incheon United FC,ST,Right,2.2M,4000,26,1,32,69,68,40,70,61,69,18,62,70
5622,225530,O. Oularé,Belgium,Standard de Liège,ST,Right,2.5M,25000,22,1,52,72,64,38,66,49,32,22,61,70
5623,164858,T. Sparv,Finland,FC Midtjylland,CM,Left,1.5M,13000,31,1,59,70,58,70,69,55,82,73,42,70
5624,240122,Matheus,Brazil,Royal Antwerp FC,CB,Left,1.8M,7000,26,1,67,70,47,72,62,36,72,69,34,70
5625,192250,M. Jurman,Australia,Al Ittihad,LCB,Left,1.4M,19000,28,1,55,67,48,64,47,62,75,72,37,70
5626,210171,F. Malbašić,Serbia,CD Tenerife,RS,Right,2.3M,7000,25,1,62,51,71,49,74,77,67,25,58,70
5627,237819,N. Domínguez,Argentina,Vélez Sarsfield,LCM,Right,3.1M,7000,20,1,62,59,68,66,72,71,83,69,44,70
5628,181499,J. Ramaré,France,Valenciennes FC,RDM,Right,550K,4000,34,1,63,44,62,67,66,71,82,71,46,70
5629,203004,Yang Han Been,Korea Republic,FC Seoul,GK,Right,1.5M,4000,26,1,13,13,14,32,25,32,35,26,19,70
5630,209660,S. Magnasco,Chile,Universidad Católica,RB,Right,1.7M,6000,25,1,69,58,65,58,65,71,81,67,55,70
5631,224508,L. Mancuso,Italy,Pescara,LW,Right,2.1M,47000,26,1,63,53,68,57,72,78,89,36,68,70
5632,178684,Nuno André Coelho,Portugal,GD Chaves,CB,Right,1M,6000,32,1,51,71,50,66,65,42,67,71,42,70
5633,186876,E. Ambrose,Nigeria,Hibernian,RCB,Right,1.4M,5000,29,1,33,68,62,67,64,59,76,67,50,70
5634,204030,S. Kitsiou,Greece,PAOK,RB,Right,1.9M,1000,24,1,71,58,67,68,69,73,72,70,41,70
5635,230398,Eltson Marques,Brazil,Internacional,CB,Right,1.5M,13000,26,1,35,77,36,53,68,38,52,74,51,70
5636,231423,C. De Norre,Belgium,Sint-Truidense VV,LM,Right,2.8M,5000,21,1,67,38,70,62,71,71,77,65,51,70
5637,188671,Eloi Amagat,Spain,New York City FC,CM,Right,1M,5000,33,1,55,44,72,71,73,65,65,64,66,70
5638,208384,R. Abdullah,Comoros,Waasland-Beveren,CDM,Right,1.2M,5000,24,1,61,49,68,68,73,65,74,69,53,69
5639,227840,M. Ordóñez,Colombia,Atlético Huila,RCM,Left,950K,2000,28,1,67,57,64,66,73,57,68,64,68,69
5640,235008,L. Robertone,Argentina,Vélez Sarsfield,CAM,Right,1.7M,6000,21,1,66,50,70,63,73,73,62,30,67,69
5641,236288,I. Mathew,Nigeria,Lillestrøm SK,RCM,Right,1.6M,2000,21,1,60,48,70,66,66,79,93,67,46,69
5642,177152,P. Velthuizen,Netherlands,AZ Alkmaar,GK,Right,650K,6000,31,1,13,11,14,38,35,40,30,15,30,69
5643,182528,K. Erasmus,South Africa,Vitória de Setúbal,ST,Right,1.1M,4000,27,1,56,66,69,41,68,77,72,24,70,69
5644,199169,K. Mokotjo,South Africa,Brentford,RDM,Right,1.2M,19000,27,1,52,42,63,68,71,69,73,70,50,69
5645,192001,C. Guzmán,Mexico,Monarcas Morelia,RB,Right,1.2M,4000,24,1,66,69,68,62,67,71,78,62,52,69
5646,193537,A. Fink,Germany,Karlsruher SC,RS,Right,1M,5000,30,1,54,58,67,43,69,82,61,21,77,69
5647,208898,D. Łukasik,Poland,Lechia Gdańsk,CDM,Right,875K,4000,27,1,61,52,63,66,62,68,74,73,45,69
5648,214274,J. Chunga,Colombia,Junior FC,GK,Right,925K,2000,26,1,17,12,15,24,22,59,33,20,23,69
5649,215810,C. Lombardi,Italy,Lazio,LW,Right,1.4M,19000,22,1,68,54,73,50,74,78,38,27,52,69
5650,229890,E. Hackman,Ghana,Portimonense SC,RB,Right,1.2M,4000,23,1,63,65,70,35,66,68,77,70,46,69
5651,235522,Aleix Febas,Spain,Albacete BP,RDM,Right,1.6M,44000,22,1,61,36,74,69,69,81,63,61,59,69
5652,233731,A. Isak,Sweden,Borussia Dortmund,ST,Right,2.2M,11000,18,1,51,65,69,40,71,77,66,24,53,69
5653,179971,R. Munsy,DR Congo,BB Erzurumspor,ST,Right,1.1M,9000,28,1,39,56,65,41,66,57,70,38,42,69
5654,190979,E. Hussain,Norway,Molde FK,RCM,Left,1.4M,4000,25,1,58,49,70,67,69,78,79,65,65,69
5655,192259,Magno,Brazil,Jeju United FC,ST,Right,1M,4000,30,1,63,58,71,68,73,61,62,48,68,69
5656,202756,N. Bodurov,Bulgaria,,LCB,Right,0,0,32,1,61,67,53,56,56,63,71,66,55,69
5657,216836,Álvaro Peña,Spain,AD Alcorcón,CAM,Right,1.2M,5000,26,1,61,53,69,76,72,74,62,53,65,69
5658,233476,B. Riveros,Paraguay,FC Basel 1893,LB,Left,2.1M,8000,20,1,74,42,72,44,73,84,84,57,40,69
5659,214533,J. Villota,Colombia,Deportivo Pasto,CAM,Right,1.3M,1000,26,1,64,54,68,65,72,77,78,56,62,69
5660,225285,V. Fındıklı,Turkey,Atiker Konyaspor,CDM,Right,1M,8000,27,1,52,60,70,65,72,42,62,70,56,69
5661,162053,L. Chambers,England,Ipswich Town,RCB,Right,600K,5000,32,1,52,70,45,58,57,54,77,64,25,69
5662,232709,D. Batallini,Argentina,Argentinos Juniors,RW,Left,1.5M,6000,22,1,66,57,73,49,71,74,68,52,49,69
5663,176645,Z. Zlámal,Czech Republic,Heart of Midlothian,GK,Right,600K,3000,32,1,14,10,12,55,40,78,33,33,26,69
5664,185349,D. Odoi,Belgium,Fulham,RCB,Right,775K,22000,30,1,64,61,71,64,68,84,66,68,49,69
5665,191237,Juanjo,Spain,GIF Sundsvall,RCM,Right,775K,2000,30,1,41,45,39,63,55,68,84,73,50,69
5666,210182,M. Jahfali,Saudi Arabia,Al Hilal,CB,Right,875K,15000,27,1,43,71,40,56,52,55,74,65,36,69
5667,162054,M. Bunn,England,Aston Villa,GK,Right,525K,7000,33,1,14,11,16,43,34,54,33,20,44,69
5668,240134,David Batanero,Spain,GIF Sundsvall,LCM,Left,1M,3000,29,1,74,53,62,76,70,61,66,65,41,69
5669,193030,M. Lukač,Serbia,Akhisar Belediyespor,GK,Right,600K,6000,32,1,14,12,13,21,14,45,36,21,15,69
5670,166919,M. Wilson,Republic of Ireland,Bolton Wanderers,CB,Right,775K,5000,30,2,66,64,63,67,63,63,53,68,56,69
5671,186887,A. Jansen,Netherlands,FC Emmen,ST,Right,1.1M,5000,29,1,73,61,70,66,68,65,70,39,69,69
5672,189447,A. Sobiech,Poland,Lechia Gdańsk,ST,Right,1.1M,5000,28,2,55,73,62,36,66,65,64,32,71,69
5673,219912,L. Manyama,South Africa,Kaizer Chiefs,CAM,Left,1.1M,1000,27,1,40,73,69,40,71,46,69,16,75,69
5674,162056,S. Morison,Wales,Millwall,RS,Right,550K,8000,34,1,47,74,63,54,68,53,75,48,67,69
5675,199689,A. Sepúlveda,Mexico,Guadalajara,RM,Right,1.1M,17000,27,1,62,67,67,63,68,67,73,48,66,69
5676,209417,R. Murawski,Poland,Palermo,RCM,Right,1.5M,2000,24,1,63,60,67,66,71,81,94,63,47,69
5677,211209,Pinillos,Spain,Barnsley,LB,Left,1.1M,6000,25,1,69,49,67,53,64,73,72,63,47,69
5678,155657,P. Celeban,Poland,Śląsk Wrocław,RCB,Right,425K,4000,33,1,58,76,55,55,54,74,85,67,54,69
5679,224265,J. Williams,England,Bolton Wanderers,RDM,Right,1.5M,23000,21,1,58,54,69,71,67,59,70,66,59,69
5680,225289,N. Fernández,Argentina,Defensa y Justicia,ST,Right,1.6M,6000,22,1,61,57,74,50,70,83,70,17,56,69
5681,233225,S. Taniguchi,Japan,Kawasaki Frontale,LCB,Right,1M,5000,26,1,59,71,55,63,61,61,77,68,45,69
5682,184585,A. Bogdán,Hungary,Hibernian,GK,Right,675K,28000,30,1,15,11,11,12,18,35,33,24,18,69
5683,223755,M. Ritter,Germany,SC Paderborn 07,CAM,Right,1.4M,6000,23,1,56,46,74,54,71,87,57,24,47,69
5684,162315,L. Ridgewell,England,Portland Timbers,CB,Left,425K,4000,33,1,53,72,54,74,61,65,69,64,53,69
5685,206604,C. Labrín,Chile,Audax Italiano,RCB,Right,1M,3000,27,1,31,67,38,36,48,53,59,65,41,69
5686,236300,S. Eduok,Nigeria,Kasimpaşa SK,RM,Left,1.4M,6000,24,1,64,58,72,60,69,79,69,18,61,69
5687,183564,J. Buijs,Netherlands,V-Varen Nagasaki,CB,Right,825K,3000,29,1,78,63,61,63,68,62,72,66,70,69
5688,187916,M. Olsson,Sweden,Derby County,LB,Left,750K,18000,30,1,68,59,68,57,61,77,80,60,42,69
5689,214029,M. Murillo,Colombia,Deportivo Cali,ST,Right,1.4M,2000,24,1,57,68,66,56,67,67,76,29,67,69
5690,223501,A. Spörle,Argentina,Club Atlético Banfield,LB,Left,1.4M,6000,22,1,67,57,65,60,64,66,77,67,58,69
5691,193293,J. Rodríguez,Uruguay,CD Palestino,CAM,Left,650K,3000,33,1,66,43,67,66,68,77,69,43,69,69
5692,212238,B. Halimi,Kosovo,Brøndby IF,CM,Left,1.5M,11000,23,1,60,33,78,63,74,90,68,60,52,69
5693,226062,O. Ruisalvo,Paraguay,,LM,Left,0,0,26,1,68,65,69,64,67,81,68,26,72,69
5694,233230,K. Mac Allister,Argentina,Argentinos Juniors,LB,Right,1.6M,4000,20,1,52,58,62,50,65,72,78,70,45,69
5695,188430,V. Rüfli,Switzerland,Paris FC,RB,Right,750K,4000,30,1,70,64,68,66,68,67,82,65,51,69
5696,213007,A. Aseri,Saudi Arabia,Al Ahli,CAM,Left,1.4M,15000,24,1,63,51,71,62,70,88,70,18,54,69
5697,194063,J. Greguš,Slovakia,FC København,CM,Right,1.1M,10000,27,1,66,61,67,68,70,67,72,64,64,69
5698,194319,D. Ward,England,Cardiff City,ST,Left,1.1M,22000,27,1,63,65,67,61,66,69,72,23,64,69
5699,202512,F. Hartherz,Germany,DSC Arminia Bielefeld,LB,Left,1.1M,7000,25,1,72,65,66,65,66,62,92,59,44,69
5700,232208,Allan,Brazil,Eintracht Frankfurt,CM,Left,1.6M,28000,21,1,61,31,71,72,75,79,54,63,62,69
5701,242704,Luis Felipe,United States,San Jose Earthquakes,CDM,Left,1.2M,3000,22,1,43,51,62,68,65,62,70,66,36,69
5702,205073,F. Kiss,Slovakia,Ettifaq FC,RDM,Right,875K,12000,27,1,44,62,65,67,67,58,81,64,63,69
5703,128529,U. Ceylan,Turkey,Alanyaspor,GK,Left,600K,5000,32,1,15,15,13,39,23,51,29,26,18,69
5704,203026,P. Filipović,Germany,Atiker Konyaspor,CB,Left,1M,8000,27,1,61,68,57,61,60,71,72,67,45,69
5705,213010,Cifu,Spain,Málaga CF,RWB,Right,875K,5000,27,1,69,55,65,55,66,78,71,65,57,69
5706,227602,F. Álvarez,Argentina,Atlético Tucumán,CAM,Right,1.4M,6000,25,1,60,48,75,67,71,69,75,34,57,69
5707,234002,Caio Tafarell,Brazil,Vitória,CDM,Right,925K,6000,26,1,41,64,49,72,58,68,73,66,49,69
5708,235794,E. Eze,England,Queens Park Rangers,CAM,Right,2.3M,4000,20,1,54,46,74,59,69,78,73,42,50,69
5709,170514,A. Balzano,Italy,Pescara,RB,Right,575K,3000,32,1,65,55,59,58,60,74,80,67,36,69
5710,45842,J. Olsson,Sweden,Djurgårdens IF,RCB,Left,250K,2000,35,2,35,73,47,58,45,30,46,65,51,69
5711,234515,J. Lefort,France,Amiens SC,LB,Left,1.2M,7000,24,1,63,61,66,60,65,57,81,71,34,69
5712,205588,I. Höhn,Germany,SV Darmstadt 98,CB,Right,1.1M,9000,26,1,47,65,52,55,59,65,66,63,42,69
5713,207892,J. Gyau,United States,MSV Duisburg,LM,Left,1.2M,4000,25,1,62,40,73,52,67,86,78,25,51,69
5714,208916,M. Al Sahlawi,Saudi Arabia,Al Nassr,ST,Right,950K,18000,31,2,58,67,65,47,62,69,78,26,81,69
5715,215572,Alberto,Spain,CD Tenerife,LCB,Right,1.1M,5000,25,1,42,63,63,60,65,63,83,68,47,69
5716,230164,Luciano Cacheira,Brazil,Paraná,GK,Right,425K,8000,34,1,13,17,13,11,14,49,22,8,18,69
5717,191252,M. Gaus,Germany,FC Ingolstadt 04,LB,Left,825K,12000,28,1,65,59,64,59,66,69,90,62,57,69
5718,196885,C. Lampe,Bolivia,Boca Juniors,GK,Right,650K,8000,31,1,14,12,13,19,21,39,18,27,14,69
5719,202517,A. Vellios,Greece,Waasland-Beveren,ST,Right,1.3M,24000,26,1,36,70,60,54,68,61,70,29,60,69
5720,233493,J. Sánchez,Mexico,Club América,LB,Right,1.3M,17000,20,1,68,61,61,54,68,66,79,66,54,69
5721,169493,F. Fielding,England,Bristol City,GK,Right,675K,14000,30,1,18,22,12,29,23,44,33,21,22,69
5722,183573,N. Theuerkauf,Germany,1. FC Heidenheim 1846,LB,Left,700K,6000,31,1,65,60,58,65,63,68,84,70,64,69
5723,185109,M. Sadlok,Poland,Wisła Kraków,LCB,Left,825K,4000,29,1,72,67,63,58,65,64,82,70,61,69
5724,190485,H. Olvera,Mexico,Club Atlas,LB,Left,825K,10000,28,1,78,55,64,71,72,64,66,70,35,69
5725,214038,S. Mosquera,Colombia,Deportes Tolima,CB,Right,1.3M,2000,24,1,23,79,38,49,58,39,54,63,38,69
5726,227862,V. Kalitvintsev,Ukraine,Dynamo Kyiv,RM,Left,1.3M,1000,25,1,72,37,72,65,73,68,57,27,56,69
5727,226583,S. Papagiannopoulos,Sweden,FC København,CB,Right,1M,9000,27,1,40,65,58,62,64,62,68,61,33,69
5728,236823,I. Pettersson,Sweden,IFK Norrköping,GK,Left,1.4M,2000,21,1,13,11,10,58,17,23,28,11,15,69
5729,186135,C. Evans,Northern Ireland,Blackburn Rovers,CDM,Right,875K,18000,27,1,56,59,54,64,68,65,80,71,47,69
5730,193303,A. Richards,Wales,Cardiff City,RB,Right,875K,19000,27,1,68,60,65,66,66,69,68,63,50,69
5731,206104,S. Dursun,Germany,SV Darmstadt 98,ST,Right,1.3M,11000,26,1,48,73,64,44,64,61,59,17,67,69
5732,211736,R. Leipertz,Germany,FC Ingolstadt 04,RM,Left,1.3M,12000,25,1,63,56,69,53,68,71,72,27,59,69
5733,162328,R. Pasveer,Netherlands,Vitesse,GK,Right,425K,5000,34,1,15,13,11,36,30,57,32,13,28,69
5734,189464,D. Daube,Germany,KFC Uerdingen 05,CM,Right,1M,5000,28,1,69,48,70,67,72,71,75,59,54,69
5735,146969,Iñaki Astiz,Spain,Legia Warszawa,CB,Right,325K,5000,34,1,39,72,32,52,57,63,52,76,34,69
5736,189209,S. Bigalke,Germany,SpVgg Unterhaching,LM,Right,1.1M,4000,28,1,67,33,73,55,71,93,69,47,50,69
5737,190745,M. Silvestri,Italy,Hellas Verona,GK,Right,700K,2000,27,1,12,12,18,20,20,65,34,11,16,69
5738,210202,S. Muwashar,Saudi Arabia,Al Ahli,LM,Right,1M,18000,29,1,66,39,70,58,66,91,80,26,70,69
5739,216346,A. Powell,Jamaica,Portland Timbers,RB,Right,1.2M,3000,23,1,59,59,72,55,64,84,79,67,36,69
5740,227866,P. Kirkevold,Norway,Hobro IK,LS,Left,1.1M,6000,27,1,64,64,65,58,67,60,82,26,60,69
5741,116762,S. Roudet,France,Valenciennes FC,CAM,Left,350K,3000,37,1,71,45,68,71,74,73,52,53,68,69
5742,183578,S. Gonther,Germany,SG Dynamo Dresden,CB,Right,700K,9000,31,1,40,70,32,46,47,57,41,68,30,69
5743,208923,I. Ghaleb,Saudi Arabia,Al Nassr,RDM,Right,875K,15000,27,1,66,60,69,68,72,78,68,68,69,69
5744,218651,P. Sotiriou,Cyprus,FC København,LS,Right,1.4M,10000,25,1,30,68,67,52,68,64,78,26,66,69
5745,235036,W. Faes,Belgium,KV Oostende,CB,Right,1.5M,5000,20,1,31,70,52,64,63,50,65,65,42,69
5746,198429,S. Tecl,Czech Republic,SK Slavia Praha,ST,Right,1.1M,1000,27,1,53,65,66,43,70,71,68,34,61,69
5747,228893,M. Guanini,Argentina,Gimnasia y Esgrima La Plata,CB,Right,1.3M,6000,22,1,36,74,34,49,39,55,74,69,49,69
